frame,kp0_x,kp0_y,kp1_x,kp1_y,kp2_x,kp2_y,kp3_x,kp3_y,kp4_x,kp4_y,kp5_x,kp5_y,kp6_x,kp6_y,kp7_x,kp7_y,kp8_x,kp8_y,kp9_x,kp9_y,kp10_x,kp10_y,kp11_x,kp11_y,kp12_x,kp12_y,kp13_x,kp13_y,kp14_x,kp14_y,kp15_x,kp15_y,kp16_x,kp16_y
95,318.2,121.89,-4.3,3.48,-1.94,2.18,4.39,2.97,3.64,-4.61,294.45,152.44,351.04,156.88,276.94,217.2,361.62,210.45,273.49,276.59,374.6,275.67,289.38,262.05,343.52,259.56,288.32,348.92,345.59,340.99,295.43,425.63,346.32,436.45
96,318.04,119.85,-11.0,-0.16,-1.25,-3.27,4.33,-1.3,-0.71,-1.51,282.33,153.74,353.84,149.83,271.93,216.67,371.97,221.35,267.77,283.49,367.04,282.31,289.56,265.87,343.38,257.47,288.34,344.42,348.81,345.52,292.67,432.48,346.77,429.76
97,318.23,121.63,2.2,8.25,3.76,3.9,12.35,2.06,1.94,2.82,285.96,159.24,347.98,163.61,274.3,221.57,369.35,224.47,269.35,278.34,374.54,284.12,288.57,264.18,345.66,268.54,290.93,345.54,355.06,344.66,292.3,428.95,345.08,429.86
98,312.46,122.45,0.22,-1.13,-0.99,1.95,-4.32,-6.51,-1.39,3.06,296.75,167.17,344.13,163.11,276.03,224.75,367.16,220.37,270.26,285.72,373.3,280.82,293.62,258.84,342.51,267.56,281.09,346.28,354.6,336.58,295.86,426.29,346.94,424.87
99,320.12,126.14,1.21,0.5,-1.02,-6.15,-5.91,-2.34,-0.03,-2.43,292.5,166.16,346.14,166.16,275.9,228.57,372.51,224.6,269.71,288.98,369.91,285.27,288.8,272.14,340.71,267.28,279.73,342.72,359.43,349.31,291.38,428.96,337.57,428.02
100,321.6,133.96,-2.85,4.21,-6.06,-4.99,2.84,6.68,1.97,-0.16,281.22,162.57,350.52,169.23,270.58,230.92,365.46,234.44,270.55,295.57,370.03,290.2,299.26,275.01,356.26,280.42,282.06,350.36,366.97,351.43,288.58,435.61,343.64,430.43
101,314.88,136.23,-2.61,0.4,-1.14,7.7,7.93,0.19,0.26,-1.49,294.42,172.81,348.31,178.04,272.85,233.98,358.67,236.94,277.76,297.01,375.85,290.74,295.95,280.01,344.09,286.87,278.52,344.0,356.63,344.13,296.97,438.26,350.45,422.42
102,325.68,141.36,-6.18,-1.21,4.38,2.2,-5.24,2.44,-8.55,-0.89,294.55,177.69,348.0,181.17,278.9,242.85,368.5,241.94,272.93,298.68,370.36,296.66,290.15,284.84,343.87,289.62,281.43,350.88,368.34,355.36,294.07,432.38,344.03,435.29
103,322.54,136.29,0.65,6.59,-0.72,1.79,2.18,-4.15,2.04,-5.58,287.5,185.35,351.43,179.83,276.79,240.81,365.05,243.68,267.09,301.21,368.75,294.71,291.32,299.74,346.54,288.17,267.1,351.97,372.98,351.67,300.23,431.41,346.89,424.66
104,323.75,143.03,3.45,-3.26,0.71,1.41,-0.62,1.62,-1.07,-2.6,296.42,188.56,346.96,186.64,272.03,239.63,369.14,237.55,273.71,303.35,369.15,306.0,297.32,294.81,347.87,298.56,265.92,353.07,374.58,360.45,297.87,425.24,346.96,433.4
105,322.9,150.64,1.45,-0.29,-2.43,-7.59,1.36,0.74,2.23,-5.35,292.58,195.72,350.31,187.25,276.24,255.63,360.91,248.31,266.8,305.31,369.8,312.89,302.2,304.29,343.49,312.47,267.04,352.72,364.15,360.58,298.87,439.67,339.44,435.83
106,320.28,153.62,-6.59,5.87,3.15,-0.16,2.58,-3.06,-2.32,-1.85,282.59,193.84,354.77,187.59,276.39,249.33,366.31,247.88,266.47,314.6,369.74,318.48,295.19,302.84,349.91,309.07,269.63,360.92,370.66,355.65,294.31,424.84,343.95,435.35
107,320.95,147.6,-6.22,6.66,-0.36,-2.59,-1.1,-5.91,5.69,-1.57,295.47,193.19,355.72,194.01,278.41,255.86,367.49,254.38,269.07,320.65,366.37,313.0,295.06,311.79,343.28,311.44,264.24,350.87,375.13,352.79,288.06,430.55,346.95,432.11
108,322.27,147.5,-5.44,7.89,-4.19,2.44,-2.75,0.32,-2.53,2.25,290.55,193.43,345.8,196.3,270.15,256.94,375.51,260.63,272.87,314.88,362.24,309.94,300.13,310.16,342.2,312.65,259.09,353.18,376.46,354.52,292.04,426.88,347.09,429.07
109,319.29,159.46,-0.57,-1.11,1.88,2.67,-0.59,0.32,-3.13,-3.44,293.08,198.85,351.82,198.2,275.18,259.86,368.74,260.72,269.6,322.62,370.91,319.6,296.13,316.89,342.06,318.71,273.43,357.33,378.24,357.04,293.05,436.18,342.31,428.1
110,313.65,155.46,-6.83,2.53,11.2,-1.47,-6.67,3.6,-2.91,5.2,288.87,195.97,349.29,201.52,274.09,256.51,364.2,253.4,271.59,311.35,368.22,321.53,296.21,320.25,344.74,322.57,264.75,361.18,382.65,362.4,293.24,424.62,346.68,432.18
111,324.36,155.71,-3.63,1.84,-0.28,-7.54,1.5,-7.41,-3.78,5.41,297.3,194.59,348.68,199.62,282.12,257.48,363.09,265.65,268.5,322.34,364.09,318.77,288.36,315.01,348.36,319.04,259.11,356.79,378.73,360.99,298.93,419.5,341.67,430.64
112,319.6,161.55,1.07,-1.22,-2.11,-0.98,4.59,-2.93,-0.25,0.73,296.24,198.74,353.84,204.87,274.74,259.1,363.68,258.92,273.42,320.86,370.94,315.44,291.13,328.49,344.29,316.82,265.77,361.1,382.27,359.42,293.73,429.32,339.47,429.65
113,321.18,167.34,0.34,-9.34,-0.38,10.96,3.47,-3.24,2.36,-2.97,284.58,198.55,350.37,192.45,270.4,259.98,363.37,261.52,265.14,322.8,365.26,326.51,288.14,315.54,346.67,326.57,261.3,362.23,380.03,355.87,293.04,425.15,339.89,431.61
114,315.51,160.73,-5.21,1.19,-1.95,5.63,1.29,4.94,-3.02,0.22,286.08,197.8,348.95,196.55,270.14,253.8,355.64,255.23,272.51,313.06,364.53,326.62,292.45,320.52,347.57,321.89,254.29,358.86,373.14,369.57,288.62,425.81,340.84,424.01
115,325.41,168.18,-1.9,-5.28,-8.95,-0.98,-1.27,-2.61,0.89,1.58,291.29,197.23,345.59,201.16,275.05,262.05,368.16,252.81,264.26,315.47,365.77,321.51,296.41,322.29,346.59,318.72,265.85,361.28,379.22,365.32,295.46,428.78,341.65,432.81
116,324.95,156.87,5.23,-7.88,-0.22,-0.16,-2.91,9.54,-0.26,-1.63,290.1,189.06,346.96,201.01,272.48,253.76,370.24,262.43,272.07,315.25,369.04,313.86,291.02,311.73,342.53,311.76,255.79,359.71,378.89,365.63,292.33,431.18,346.25,428.98
117,322.98,158.33,1.31,-1.02,-1.43,-5.47,-3.22,-2.49,-4.5,1.76,294.79,191.59,351.13,191.09,273.78,252.46,367.41,252.51,274.05,314.24,367.4,310.21,296.01,316.9,346.09,322.27,269.06,356.86,375.39,359.97,291.65,434.67,346.45,431.03
118,322.75,159.87,0.68,-0.45,6.03,3.87,-1.28,0.02,0.78,1.45,284.57,186.81,346.45,189.12,272.42,255.52,364.32,253.77,265.1,311.14,372.35,315.36,292.1,310.82,353.8,310.11,262.14,356.5,375.46,356.59,294.87,424.23,341.15,429.4
119,319.34,148.13,-0.71,0.24,3.56,-0.4,1.6,-2.17,2.29,1.5,293.46,193.25,352.35,190.0,275.98,254.65,362.39,247.88,270.73,312.05,366.7,310.09,294.62,297.69,344.12,305.92,266.08,361.82,368.41,352.86,284.55,428.08,343.42,427.96
120,324.43,150.94,0.31,-1.48,4.1,-0.08,-3.27,-6.86,-1.77,3.02,299.11,187.75,346.94,182.76,277.21,240.44,367.2,250.77,271.75,306.62,372.26,308.18,291.89,309.9,343.59,305.6,259.08,360.11,377.13,355.12,297.24,432.23,342.43,432.19
121,316.77,141.93,4.51,3.9,-2.83,-2.93,-2.58,2.93,-4.0,1.43,292.99,184.01,354.04,183.15,274.14,240.46,369.07,241.3,271.4,304.08,365.79,301.93,300.53,298.92,340.96,299.33,270.36,367.56,370.2,352.22,300.68,422.64,345.38,437.98
122,319.54,134.11,-1.58,5.82,1.5,-3.36,-2.74,-2.24,1.44,5.35,294.21,182.87,344.67,175.74,277.13,235.67,364.1,242.26,265.45,296.95,369.62,303.06,299.25,295.9,345.29,290.48,268.98,350.38,368.37,353.77,286.6,426.86,349.82,430.32
123,314.33,147.04,-0.12,1.54,1.6,-1.47,-2.91,8.49,4.01,3.29,292.31,173.6,355.11,174.24,276.13,231.06,356.84,238.89,266.76,289.66,372.16,306.09,300.56,287.63,345.04,292.21,280.16,349.67,364.47,352.25,297.22,429.47,344.52,435.52
124,324.84,136.04,6.88,-1.55,6.49,2.17,13.08,-4.77,-2.76,1.68,291.59,181.93,347.33,177.75,279.65,236.95,361.16,239.76,274.92,296.53,370.82,295.03,294.69,286.34,345.12,280.38,273.92,346.64,362.78,349.54,295.86,432.0,342.49,435.86
125,318.93,128.93,1.93,-7.35,-3.16,3.92,-6.95,4.47,6.04,-1.48,291.17,175.14,348.13,174.13,272.32,228.75,361.8,232.03,274.63,289.92,364.92,286.33,296.58,286.3,346.57,277.37,283.6,347.31,357.95,344.43,300.63,419.84,348.19,428.15
126,318.36,134.04,-2.86,-2.72,-0.52,1.66,-1.77,-6.3,-3.46,5.13,290.3,169.08,348.95,164.64,281.71,226.52,363.23,231.66,267.11,284.9,370.04,287.28,296.04,282.55,346.34,264.67,284.21,347.06,357.27,347.89,294.89,429.79,347.45,427.83
127,316.21,136.14,-2.86,0.4,-5.98,0.47,-3.73,-1.77,4.18,1.89,292.27,156.96,357.35,159.27,281.11,228.13,367.31,220.62,270.61,282.16,370.12,283.04,286.85,274.14,344.68,267.72,282.93,347.05,351.25,336.6,296.63,432.08,344.2,425.41
128,320.36,115.16,-4.11,-3.0,3.38,-1.45,-1.79,7.82,1.41,1.36,288.52,158.63,341.25,164.9,276.79,220.3,364.45,223.96,263.78,278.66,365.45,288.11,298.5,256.62,338.94,264.9,285.4,339.11,360.49,345.66,296.9,427.23,347.89,428.48
129,318.87,120.72,-6.52,6.39,0.73,5.12,-4.3,-3.69,-4.65,1.0,290.26,156.41,345.94,153.21,274.81,216.41,362.26,224.46,269.67,283.35,367.87,279.25,294.78,254.79,350.71,261.04,292.2,340.3,350.13,339.84,299.94,431.25,346.47,435.43
130,324.63,118.91,-5.69,-2.78,-4.02,2.91,0.68,-5.56,-0.75,-5.98,289.79,149.23,352.12,157.36,282.63,219.24,363.31,219.12,264.41,272.0,371.33,267.22,294.85,254.11,345.41,253.88,292.6,342.42,354.7,342.37,291.93,429.01,339.62,431.62
131,322.36,123.68,-2.49,-1.07,-2.3,0.85,1.53,-0.21,4.35,-2.47,293.94,155.95,349.95,152.54,284.71,210.53,366.19,210.8,277.14,277.35,367.29,275.85,296.03,253.25,348.03,256.88,293.2,341.35,349.38,342.44,295.24,427.44,351.78,425.8
132,321.71,110.88,7.04,-3.61,-2.94,-3.88,1.29,-5.49,-1.91,-8.61,290.96,150.16,344.05,156.5,269.77,215.35,362.2,218.57,273.0,268.13,366.33,274.58,293.95,252.35,350.09,250.03,293.85,344.68,349.75,340.23,293.84,423.04,340.78,431.27
133,319.45,111.27,4.16,-4.75,-0.94,0.75,-2.82,5.73,3.63,1.16,297.18,144.97,349.97,152.43,271.34,212.17,360.57,213.73,274.23,272.06,362.59,267.1,297.26,251.44,334.22,256.33,294.87,337.11,349.66,337.68,292.25,431.43,352.12,436.49
134,321.44,112.09,3.17,-5.03,2.58,-2.94,1.27,-0.91,2.0,0.47,277.71,150.96,352.57,152.03,274.59,216.81,366.25,211.99,274.18,271.69,366.41,260.49,293.09,253.38,343.59,253.55,295.42,345.25,343.99,341.97,297.02,436.01,338.17,428.17
135,323.39,116.18,0.96,-1.17,3.03,3.47,-1.44,1.32,4.72,7.56,292.97,150.18,349.78,152.23,274.54,210.76,360.77,215.19,265.44,268.27,370.39,277.96,293.31,247.34,342.8,256.64,283.75,335.99,355.93,342.36,290.58,429.83,345.27,433.38
136,327.36,111.8,-2.16,3.15,-2.79,-4.13,-7.04,-6.26,-3.59,-4.71,291.25,145.45,337.43,146.07,273.11,207.82,371.08,207.79,273.52,270.17,369.83,266.9,294.76,247.28,345.68,249.4,291.05,344.06,346.88,338.31,295.58,429.66,341.53,430.28
137,317.52,107.19,-6.49,-1.43,2.27,-2.78,10.08,3.54,5.22,3.18,297.41,147.82,339.76,149.18,277.23,211.57,366.1,216.25,271.53,274.16,366.24,266.59,301.46,251.76,342.51,248.87,291.73,337.55,340.55,334.39,294.22,427.63,349.43,431.17
138,321.06,109.19,-0.48,1.44,2.86,-0.38,4.32,0.03,3.17,-1.96,282.75,153.23,352.9,154.46,276.69,210.77,361.77,214.37,271.71,269.92,374.44,268.63,292.67,259.57,348.47,251.59,294.64,341.48,335.53,337.24,294.8,428.57,345.99,434.52
139,318.71,109.57,1.3,-1.31,-0.62,-1.17,8.97,-8.96,-1.55,-0.01,286.88,157.4,353.25,153.61,273.92,213.35,364.58,213.49,269.25,274.81,373.01,268.88,290.8,248.32,348.47,256.32,294.36,335.8,354.8,339.08,295.67,433.42,341.05,427.81
140,320.72,127.28,1.2,6.43,4.82,1.47,-3.96,4.24,-5.99,6.4,290.8,145.25,348.64,158.46,274.05,218.71,361.6,210.62,269.71,275.98,368.61,280.76,291.6,259.44,345.27,251.96,285.63,342.39,357.02,344.66,288.1,417.56,347.93,429.62
141,324.57,114.75,1.4,3.38,-1.79,-1.7,0.1,2.17,-0.06,3.9,288.15,152.96,357.91,155.85,272.73,218.01,365.27,216.73,269.93,278.11,370.7,268.84,302.52,260.99,347.32,256.07,287.33,340.62,356.67,340.97,298.03,427.4,343.19,429.02
142,325.14,113.46,-5.26,-7.79,-4.35,-3.25,-6.46,-2.94,-8.06,-4.07,294.8,162.63,350.75,157.01,268.86,216.46,364.83,224.49,273.61,283.54,367.05,281.12,293.71,264.62,353.15,258.38,286.35,349.26,346.85,341.83,292.88,429.11,338.62,432.38
143,322.67,126.07,-3.48,0.35,-3.6,-1.33,8.61,0.38,-4.75,0.72,284.59,159.24,345.84,162.26,278.75,226.35,367.09,219.65,267.83,285.13,367.49,282.93,296.77,268.26,345.9,276.03,284.48,350.33,357.07,339.75,290.59,426.67,341.58,429.64
144,322.46,132.3,1.23,-1.78,-8.33,0.28,0.1,0.73,8.42,4.96,293.14,163.43,347.95,166.9,271.9,229.28,366.43,222.92,274.79,287.68,363.08,287.07,296.12,278.08,343.65,277.5,283.66,341.65,351.43,351.4,299.78,431.29,350.98,434.23
145,322.73,127.01,6.93,2.15,-1.54,-2.67,1.03,-6.68,2.8,-3.81,291.48,168.57,348.94,167.63,274.36,238.22,370.54,232.08,269.9,294.04,374.52,287.34,294.69,271.63,349.49,287.18,280.86,339.76,361.9,344.65,292.35,432.51,346.02,428.05
146,317.4,134.63,-1.64,-4.44,-1.33,1.36,-0.71,-5.65,3.96,-10.96,288.21,171.65,350.59,176.37,279.51,231.28,367.35,234.91,263.15,301.73,364.24,295.81,296.56,284.88,343.02,287.09,271.87,349.39,359.63,346.94,296.71,434.31,343.63,433.12
147,320.2,134.04,-1.03,-1.2,-2.79,1.71,0.94,-6.36,-6.61,1.7,286.74,178.82,353.12,172.53,269.35,244.31,366.41,235.94,266.26,295.57,365.24,301.15,291.89,293.03,343.4,284.49,273.97,340.55,363.85,350.36,298.3,422.45,349.65,433.28
148,325.01,140.84,4.06,-5.88,2.85,-3.08,-6.61,-4.5,0.02,-3.3,291.5,173.82,341.49,186.54,278.62,236.85,364.99,245.13,271.68,301.64,374.38,298.13,295.12,293.4,343.91,291.91,273.56,352.56,362.54,355.63,291.09,429.13,343.82,431.43
149,311.52,147.93,-2.71,4.88,-1.91,-0.2,7.66,-1.11,4.96,0.16,291.66,184.64,353.39,181.62,271.06,241.81,365.4,243.48,272.84,309.58,366.1,301.43,289.26,306.23,346.22,300.03,265.58,353.74,371.09,352.74,299.3,439.25,341.21,425.91
150,316.49,153.92,4.17,-0.54,0.15,-3.27,3.56,-1.52,-1.04,2.44,289.25,186.56,350.04,190.68,281.59,249.84,368.21,246.7,267.17,310.12,370.68,301.81,293.69,302.17,342.96,308.43,270.67,360.49,372.3,355.33,291.25,430.05,345.05,424.53
151,317.84,149.1,1.65,1.85,-2.33,1.88,-0.73,-11.48,-1.94,4.32,283.27,190.84,356.34,187.35,275.01,245.18,371.51,250.06,270.19,315.81,372.65,306.89,292.41,308.53,342.5,298.08,266.51,350.24,379.74,356.86,291.38,427.21,337.44,425.6
152,324.07,161.91,2.91,-0.37,-1.73,-3.83,8.24,-0.75,8.46,5.57,283.04,190.32,347.32,192.66,274.76,264.97,360.69,253.9,272.47,312.98,370.44,308.8,295.43,312.22,346.31,312.46,270.56,360.94,375.37,352.51,292.6,429.12,346.01,428.09
153,316.26,150.47,-6.6,-0.94,-5.88,-4.0,-1.58,-5.34,1.52,2.96,287.8,193.48,352.15,192.37,271.87,260.01,368.54,257.63,273.7,307.32,375.42,316.79,299.04,314.86,345.2,312.21,264.81,356.84,380.13,351.74,292.83,438.18,342.5,429.05
154,316.47,158.42,-2.95,-0.74,3.4,-2.8,3.15,3.29,4.22,0.56,302.97,201.29,351.3,193.57,274.61,262.78,371.84,262.99,273.14,312.05,371.95,312.11,289.05,316.86,347.09,319.52,264.04,360.96,374.01,358.41,288.97,421.99,347.96,426.99
155,323.49,162.93,-2.48,2.36,-2.64,-7.38,0.49,-1.88,-1.76,7.9,283.9,200.02,346.02,202.13,276.19,260.01,361.22,255.43,273.71,325.58,371.92,314.9,296.36,327.6,345.41,323.74,258.09,359.23,381.42,360.99,291.93,426.76,348.95,434.77
156,326.05,166.67,0.54,-1.24,5.4,2.85,-3.93,-4.13,1.97,-0.71,289.89,203.74,353.04,204.77,267.27,260.47,367.78,253.35,267.38,316.09,370.09,325.97,303.09,315.98,347.11,321.47,261.93,361.38,380.83,366.53,299.41,425.76,348.18,433.57
157,321.26,164.46,0.75,0.8,0.48,-8.07,-0.32,-2.67,-4.75,5.74,292.02,199.82,347.74,201.12,278.97,256.63,364.98,263.41,262.26,319.71,368.28,319.4,292.99,320.47,352.69,318.62,261.21,367.95,377.76,367.23,295.02,437.13,348.0,431.23
158,319.74,157.44,0.3,3.59,-0.05,-1.27,-1.0,3.97,4.9,-2.67,287.33,201.46,356.11,204.52,269.99,258.88,361.28,258.87,276.42,314.25,363.52,316.62,296.15,322.4,346.75,324.62,252.99,364.73,378.71,362.9,289.71,430.02,345.95,434.62
159,313.66,159.58,-4.34,2.02,3.11,5.15,-2.14,3.71,5.44,-6.57,292.45,203.29,348.97,194.61,278.77,254.66,364.29,259.29,272.86,316.95,367.26,319.85,299.03,328.38,338.97,320.5,256.04,363.86,375.86,357.08,292.64,429.7,346.29,431.93
160,319.98,153.17,2.91,-0.21,4.65,-2.83,-6.41,-0.14,5.18,0.64,289.2,195.01,357.03,194.37,272.1,260.77,357.58,263.59,272.5,322.09,372.23,317.85,290.75,317.33,341.1,319.83,264.28,365.3,380.43,363.1,293.81,428.09,346.89,428.45
161,321.08,152.83,-3.53,2.54,3.55,-3.94,2.68,-2.13,0.07,5.67,293.23,200.26,357.64,194.26,271.06,254.19,363.98,247.66,269.17,314.9,373.14,318.48,292.6,318.26,347.89,312.83,260.08,349.93,373.59,355.86,295.3,426.22,342.95,425.1
162,320.68,156.93,1.61,0.05,-6.16,-2.48,-1.63,-1.61,0.3,5.7,293.25,191.28,352.71,197.79,271.78,258.62,364.36,249.59,271.82,316.09,369.09,315.08,292.12,315.76,344.83,313.98,264.77,353.47,373.08,349.25,297.26,425.15,345.53,431.48
163,322.41,148.17,-0.26,6.68,6.86,3.95,1.35,-4.02,2.87,-0.63,292.24,190.45,349.31,193.64,275.99,254.96,362.68,247.61,276.5,322.94,371.79,307.69,291.91,312.21,350.36,305.33,264.41,357.98,378.55,355.82,288.74,432.48,349.5,429.67
164,321.62,148.49,-3.38,4.11,1.55,1.96,6.01,-4.22,-2.21,0.63,287.74,193.52,349.25,186.42,275.26,251.07,368.74,251.96,271.84,311.67,369.25,307.53,296.16,305.22,351.76,311.92,269.26,357.67,372.92,351.11,294.14,430.41,345.92,431.88
165,323.69,144.73,-2.73,5.8,3.08,-1.56,-0.43,-0.41,0.13,1.89,300.14,188.26,352.65,180.75,273.06,252.42,366.61,229.94,272.7,315.17,362.02,313.58,283.91,306.25,344.97,293.1,270.53,359.6,372.71,357.34,293.35,422.55,347.77,437.0
166,324.52,136.41,-6.06,-3.38,-6.37,0.18,1.57,-5.72,3.11,2.4,287.81,183.68,342.2,183.04,275.03,245.04,366.52,245.34,268.94,305.51,374.01,303.98,296.27,297.37,342.41,300.2,268.72,355.29,369.17,352.53,293.69,427.97,338.42,431.53
167,320.93,144.45,-2.13,7.58,-1.52,-3.5,-3.97,-6.94,6.13,5.48,292.4,177.46,357.25,179.64,273.92,246.8,367.64,249.85,270.99,299.46,367.55,293.66,293.89,298.05,347.4,293.55,269.29,353.33,370.78,354.14,295.67,426.81,348.47,417.47
168,321.53,147.89,-6.03,-0.97,-0.03,-1.85,4.15,1.89,0.61,3.19,290.07,190.33,350.61,178.39,268.16,235.44,369.59,232.27,261.37,297.74,375.48,297.78,293.66,281.22,346.81,291.3,268.54,355.58,367.39,355.57,297.33,432.61,347.08,433.47
169,312.72,128.12,-2.94,-0.52,1.55,1.3,4.47,4.59,-3.49,0.95,286.61,173.37,351.29,160.49,284.64,236.39,362.62,241.84,268.61,294.66,368.05,300.74,294.58,284.38,349.82,286.12,277.89,354.09,372.04,350.92,295.47,430.68,350.24,427.6
170,318.89,124.51,-4.74,-2.07,-0.22,7.08,2.14,-3.65,-2.91,5.5,294.51,170.77,348.23,175.16,271.03,232.23,374.09,231.48,266.9,292.3,368.12,285.08,297.8,283.39,343.76,277.41,276.69,347.66,357.21,344.22,302.57,431.87,347.29,433.53
171,323.08,125.62,1.09,-1.08,1.75,1.37,-1.53,-5.32,0.58,-0.82,282.44,169.31,353.86,177.39,273.44,225.12,360.56,228.11,270.81,284.03,369.3,279.36,298.71,271.1,344.86,268.48,280.58,345.79,357.05,348.83,300.76,432.93,348.85,435.78
172,322.28,123.89,4.04,4.29,2.59,-5.82,-3.37,-1.1,3.12,-0.09,294.55,169.3,354.8,168.86,270.85,225.97,362.57,217.44,268.85,289.34,371.84,292.11,295.71,279.45,345.71,269.75,280.05,350.06,352.82,343.03,300.12,434.63,349.53,428.55
173,319.8,120.78,3.13,6.21,1.47,7.9,3.59,-0.94,3.31,6.82,297.99,165.77,350.1,160.15,277.3,227.72,366.74,222.84,270.21,279.71,369.35,281.56,301.87,264.47,345.21,261.97,290.15,349.87,359.21,345.22,297.3,429.39,347.11,431.26
174,320.23,118.82,1.81,-1.18,-0.97,6.83,10.84,-4.82,-5.04,-3.83,289.59,161.85,352.37,158.96,277.12,215.5,364.02,218.19,263.66,273.63,365.51,281.33,295.98,264.02,337.64,255.65,291.86,332.19,355.69,336.02,298.37,426.45,349.2,442.83
175,310.91,118.63,-7.23,1.71,-0.83,0.52,-3.65,3.12,-5.79,4.97,288.36,150.24,356.38,155.58,282.63,220.73,361.81,215.51,270.48,281.95,371.75,276.55,294.2,257.99,350.22,258.2,289.33,340.08,346.88,336.73,292.0,435.99,344.17,432.82
176,310.08,116.07,-0.65,-1.93,0.72,-1.98,-8.5,3.69,0.97,-1.26,286.14,147.92,350.9,160.25,275.81,208.27,365.9,213.59,273.46,276.23,358.06,275.98,290.99,249.63,344.25,256.96,285.78,344.34,350.71,341.71,291.53,426.08,349.1,423.96
177,324.26,111.5,-0.38,-6.83,-0.59,2.45,-5.35,1.99,0.36,-2.58,293.42,143.35,351.39,158.64,280.76,213.72,363.79,209.62,268.79,274.34,366.77,275.19,303.53,252.78,339.62,247.65,296.59,340.63,350.02,338.73,298.32,429.37,342.07,428.4
178,315.21,118.93,-0.39,2.58,-2.15,-4.21,-0.94,4.4,-2.08,-3.48,290.62,152.96,356.57,152.38,277.58,213.85,360.39,207.12,265.66,265.64,373.18,272.13,295.32,240.98,353.22,247.78,302.53,334.59,342.43,331.58,296.45,425.59,340.71,424.51
179,323.11,113.09,7.25,-2.74,0.88,-5.16,-1.34,-2.08,1.86,4.07,293.96,146.87,353.99,150.07,273.7,207.41,362.76,217.21,271.23,270.94,368.95,280.03,300.22,247.46,343.91,249.48,295.41,337.29,346.93,345.91,289.75,425.49,343.07,428.25
180,327.99,114.01,3.78,-1.06,-1.15,-5.81,3.13,1.96,5.14,-0.84,289.43,150.68,353.57,144.12,277.94,209.92,360.77,201.66,269.45,275.79,376.7,271.42,302.85,249.83,348.81,248.2,292.94,337.29,336.76,345.15,292.43,426.79,340.28,429.18
181,327.05,118.62,-6.64,-1.42,-4.14,3.95,1.15,-2.55,0.29,-1.91,296.46,152.43,352.68,139.58,274.73,218.58,370.3,202.85,268.75,265.44,376.84,271.22,291.93,250.48,334.57,246.0,294.98,343.48,337.41,338.57,299.04,424.19,345.92,430.26
182,326.86,110.05,-0.69,3.42,-5.31,-0.88,-1.82,-0.56,3.39,2.22,287.01,151.52,355.96,147.64,275.58,210.2,364.75,204.45,275.64,267.87,374.1,268.48,292.5,256.21,348.98,252.19,297.37,339.23,345.64,337.74,298.62,427.23,350.94,428.74
183,320.08,115.2,0.1,-1.19,-0.12,3.58,-2.65,-0.5,0.04,3.46,289.6,159.39,349.37,151.21,274.32,206.89,360.85,210.04,274.54,272.03,368.06,277.07,301.2,258.05,341.59,251.04,300.74,341.83,345.44,343.74,299.03,427.71,345.88,433.71
184,315.36,113.85,-4.46,-3.93,-2.25,1.91,-1.29,-2.59,0.21,-4.59,291.72,158.32,349.68,152.99,276.49,205.68,367.15,226.21,269.51,273.32,372.97,280.38,298.9,246.7,347.25,265.61,294.83,336.9,348.79,336.4,299.93,426.18,345.3,426.57
185,317.81,121.79,0.41,-2.24,-4.58,-7.49,-5.01,0.45,3.92,-2.24,296.28,152.98,349.05,151.53,278.96,224.24,357.95,214.46,275.06,270.06,372.27,280.73,295.31,260.39,352.04,265.98,290.66,340.21,345.41,346.25,289.51,428.99,345.41,427.99
186,321.12,128.53,-0.49,-1.74,4.06,0.96,5.76,0.66,-0.99,-7.13,283.52,150.93,351.52,152.82,280.02,218.39,364.02,214.9,272.49,275.05,366.06,283.03,296.42,260.64,347.57,261.62,290.74,340.04,359.07,340.99,301.22,429.24,348.23,432.94
187,324.59,117.66,4.3,7.39,-1.03,0.14,-2.09,-1.39,6.85,-4.02,286.23,167.46,352.5,169.5,273.2,221.53,362.36,221.59,262.9,283.76,371.29,280.79,293.44,261.85,347.91,260.74,289.33,352.71,358.66,338.39,292.85,431.69,344.72,424.4
188,321.54,124.0,7.66,-1.01,4.67,-5.07,-4.11,2.89,4.33,-3.83,290.1,158.51,349.28,167.39,273.26,223.04,360.48,221.45,277.03,284.33,365.99,282.78,288.61,265.6,350.44,269.09,292.73,345.23,354.68,348.18,284.31,430.82,344.8,435.94
189,323.86,122.74,4.97,-1.05,-3.62,0.79,-0.81,6.15,1.36,0.82,293.6,171.65,353.13,172.95,277.43,227.95,369.96,226.91,270.13,294.16,376.49,287.24,293.19,280.04,348.2,275.45,281.62,348.24,357.01,344.25,295.52,431.06,343.5,433.62
190,325.16,134.54,-1.1,3.02,0.31,-4.94,2.69,0.58,10.37,5.83,292.84,171.66,350.65,166.64,268.04,227.17,364.81,222.24,267.82,289.67,369.14,288.01,293.63,285.82,347.65,276.68,280.27,348.15,356.39,345.19,299.04,428.32,340.62,429.83
191,320.47,126.24,-0.16,3.47,1.8,8.92,5.0,5.8,11.2,3.03,290.65,178.02,347.76,174.56,272.41,235.72,362.39,231.38,271.65,293.58,362.29,288.31,290.41,280.25,346.66,284.65,282.37,352.66,366.18,352.08,295.84,434.4,348.68,431.5
